species,length,weight,w_l_ratio
Gangetic whiting,32.21,6.18,0.19
Gangetic whiting,33.18,6.21,0.19
Gangetic whiting,32.51,6.22,0.19
Gangetic whiting,32.87,6.19,0.19
Gangetic whiting,31.25,6.14,0.2
Gangetic whiting,30.6,6.12,0.2
Gangetic whiting,31.17,6.12,0.2
Gangetic whiting,29.92,6.08,0.2
Gangetic whiting,30.79,6.12,0.2
Gangetic whiting,31.43,6.18,0.2
Gangetic whiting,32.06,6.19,0.19
Gangetic whiting,29.85,6.11,0.2
Gangetic whiting,31.03,6.1,0.2
Gangetic whiting,32.82,6.2,0.19
Gangetic whiting,31.57,6.2,0.2
Gangetic whiting,31.14,6.18,0.2
Gangetic whiting,29.58,6.09,0.21
Gangetic whiting,28.42,6.05,0.21
Gangetic whiting,31.77,6.15,0.19
Gangetic whiting,32.97,6.19,0.19
Gangetic whiting,30.77,6.09,0.2
Gangetic whiting,32.49,6.19,0.19
Gangetic whiting,31.06,6.16,0.2
Gangetic whiting,28.86,6.07,0.21
Gangetic whiting,31.32,6.14,0.2
Gangetic whiting,32.2,6.21,0.19
Gangetic whiting,29.97,6.06,0.2
Gangetic whiting,33.0,6.18,0.19
Gangetic whiting,31.47,6.13,0.19
Gangetic whiting,33.16,6.19,0.19
Gangetic whiting,31.92,6.15,0.19
Gangetic whiting,31.1,6.18,0.2
Gangetic whiting,29.0,6.07,0.21
Gangetic whiting,32.55,6.19,0.19
Gangetic whiting,31.36,6.18,0.2
Gangetic whiting,31.59,6.18,0.2
Gangetic whiting,28.17,6.05,0.21
Gangetic whiting,31.3,6.12,0.2
Gangetic whiting,30.99,6.11,0.2
Gangetic whiting,30.36,6.14,0.2
Gangetic whiting,33.36,6.29,0.19
Gangetic whiting,28.83,6.06,0.21
Gangetic whiting,31.51,6.16,0.2
Gangetic whiting,29.95,6.1,0.2
Gangetic whiting,31.81,6.2,0.19
Gangetic whiting,31.89,6.12,0.19
Gangetic whiting,32.73,6.17,0.19
Gangetic whiting,30.07,6.17,0.21
Gangetic whiting,30.1,6.13,0.2
Gangetic whiting,29.54,6.11,0.21
Gangetic whiting,31.07,6.15,0.2
Gangetic whiting,29.91,6.08,0.2
Gangetic whiting,32.28,6.22,0.19
Gangetic whiting,31.44,6.14,0.2
Gangetic whiting,29.79,6.06,0.2
Gangetic whiting,30.61,6.11,0.2
Gangetic whiting,31.77,6.18,0.19
Gangetic whiting,32.38,6.16,0.19
Gangetic whiting,28.68,6.05,0.21
Gangetic whiting,33.14,6.21,0.19
Gangetic whiting,31.17,6.17,0.2
Gangetic whiting,32.03,6.19,0.19
Gangetic whiting,32.4,6.26,0.19
Gangetic whiting,30.03,6.08,0.2
Gangetic whiting,29.17,6.05,0.21
Gangetic whiting,32.1,6.21,0.19
Gangetic whiting,31.34,6.17,0.2
Gangetic whiting,27.99,6.05,0.22
Gangetic whiting,31.33,6.17,0.2
Gangetic whiting,30.39,6.09,0.2
Gangetic whiting,32.24,6.14,0.19
Gangetic whiting,32.37,6.23,0.19
Gangetic whiting,30.44,6.1,0.2
Gangetic whiting,29.96,6.12,0.2
Gangetic whiting,28.86,6.09,0.21
Gangetic whiting,30.61,6.12,0.2
Gangetic whiting,32.6,6.2,0.19
Gangetic whiting,31.74,6.15,0.19
Gangetic whiting,29.63,6.06,0.2
Gangetic whiting,31.96,6.19,0.19
Gangetic whiting,31.33,6.15,0.2
Gangetic whiting,32.32,6.19,0.19
Gangetic whiting,31.43,6.13,0.19
Gangetic whiting,29.44,6.07,0.21
Gangetic whiting,32.35,6.18,0.19
Gangetic whiting,29.66,6.08,0.21
Gangetic whiting,30.89,6.18,0.2
Gangetic whiting,31.5,6.14,0.19
Gangetic whiting,29.92,6.13,0.2
Gangetic whiting,32.83,6.2,0.19
Gangetic whiting,29.48,6.11,0.21
Gangetic whiting,31.22,6.15,0.2
Gangetic whiting,31.73,6.16,0.19
Gangetic whiting,29.28,6.1,0.21
Gangetic whiting,30.84,6.14,0.2
Gangetic whiting,31.46,6.14,0.2
Gangetic whiting,32.27,6.2,0.19
Gangetic whiting,30.56,6.11,0.2
Gangetic whiting,30.61,6.08,0.2
Gangetic whiting,30.56,6.12,0.2
Gangetic whiting,29.66,6.11,0.21
Gangetic whiting,32.81,6.25,0.19
Gangetic whiting,29.78,6.11,0.21
Gangetic whiting,31.62,6.14,0.19
